datetime,city,state,country,shape,duration,comments,latitude,longitude,region,us_region
15/05/1998 20:00,vincennes,IN,US,triangle,300,Triangular object hovered in evenig sky,38.6772222,-87.5286111,US,Midwest
15/05/2000 1:00,derby (uk/england),EUROPE,GB,diamond,300,10 UFO seen in space of 5 minutes moving in fleet formation,53.166667,-1.583333,Europe,EUROPE
15/05/2001 0:00,lower lake,CA,US,unknown,600,Hovering rolling lights.,38.9105556,-122.6091667,US,West
15/05/2001 1:30,dalton,MA,US,triangle,600,The object was silent but seemed to &quot;pulse&quot; across the sky.,42.4736111,-73.1666667,US,Northeast
15/05/2001 13:00,new york city (manhattan),NY,US,oval,2700,Mass of UFO&#39s converge above the sky of Lower Manhattan in broad daylight,40.7141667,-74.0063889,US,Northeast
15/05/2001 18:30,st. thomas (canada),AMERICA,CA,oval,600,Aliens prepared to protect themselves from other aliens,42.783333,-81.183333,America,AMERICA
15/05/2002 4:25,sandy,UT,US,light,60,Three non-blinking stars moving across the sky from south to north in eastern part of sky at 4:25 a.m.,40.5725,-111.859722,US,West
15/05/2002 13:00,pickering (canada),AMERICA,CA,sphere,20,chrome sphere reflecting noon sun on straight NW to SE trajectory,43.866667,-79.033333,America,AMERICA
15/05/2002 14:30,hesperia,CA,US,diamond,60,Glowing red&#44 shaped like a diamond.,34.4263889,-117.3,US,West
15/05/2002 20:30,walnut creek,CA,US,light,180,One orb&#44 followed by a jet&#44 followed&#44 in turn&#44 by another orb. I am not certain exactly when this happened.,37.9063889,-122.0638889,US,West
15/05/2002 23:30,glen head,NY,US,triangle,35,It was many blinking lights in the ski.,40.8352778,-73.6241667,US,Northeast
15/05/2003 17:35,sacaton,AZ,US,teardrop,180,Tearshape - flying with the bulb end first&#44 smooth grey/white in color about 3 feet long.,33.0766667,-111.7386111,US,Southwest
15/05/2003 21:30,ventura,CA,US,triangle,10,Triangle and silent with three lights,34.2783333,-119.2922222,US,West
15/05/2003 23:16,orange park,FL,US,teardrop,900,lights over the eclpise,30.1658333,-81.7066667,US,Southeast
15/05/2003 23:30,aurburn (canada),AMERICA,CA,teardrop,1416,tear drop shaped object hovering in circals,45.017355,-64.863031,America,AMERICA
15/05/2004 22:40,cuijk (netherlands),EUROPE,NL,light,300,it was a lot bigger then an airplane and though it made no sound and there where also no trail.,51.728927,5.879209,Europe,EUROPE
15/05/2005 7:45,parkersburg,WV,US,oval,20,Saw a ufo on the way to school near a cow field.  ((NUFORC Note:  Student report.  PD)),39.2666667,-81.5616667,US,Southeast
15/05/2005 13:17,fresno,CA,US,other,30,Irregular shaped silver object,36.7477778,-119.7713889,US,West
15/05/2005 15:00,grays (essex) (uk/england),EUROPE,GB,changing,30,Ball shaped ufo seen in england by three witnesses.,51.483333,0.333333,Europe,EUROPE
15/05/2006 1:21,darwin (australia),OCEANIA,AU,unknown,2,UFO uses asteroid signiture for orbit entry,-12.45722,130.836639,Oceania,OCEANIA
15/05/2006 12:30,benton (aurora),KY,US,cigar,90,cigar shaped chrome object moves slowly at first&#44  then zips across the sky  ((NUFORC Note:  Student report.  PD)),36.8572222,-88.3502778,US,Southeast
15/05/2006 16:45,bay d&#39espoir (canada),AMERICA,CA,sphere,300,a red&#44 sperical soccer ball sized object floating 5 feet in the air.  ((NUFORC Note:  Student report.  PD)),47.958156,-55.853811,America,AMERICA
15/05/2007 7:00,new jersey graden state parkway,NJ,US,light,50,Driving on the NJ Garden State Turnpike going to the Newark Airport&#44 i noticed helicopters surrounding a UFO.  ((Student report.  PD)),40.385037,-74.174956,US,Northeast
15/05/2007 8:00,lyndhurst,NJ,US,disk,120,UFO sited on fire - forest fire later reported caused by F-16 flare exercise,40.8119444,-74.1247222,US,Northeast
15/05/2007 20:35,cerritos,CA,US,unknown,360,Very bright lights in a cluster hovering below the marine layer.,33.8583333,-118.0638889,US,West
15/05/2008 5:00,hollister,MO,US,other,2,Hollister MO  boomerang  2 to 3 seconds boomerang object flew right over me. about 5 am,36.6211111,-93.2152778,US,Midwest
15/05/2008 22:30,herald,CA,US,disk,900,UFO in the sky on my drive home from school,38.2958333,-121.2433333,US,West
15/05/2008 23:00,walpole island first nation (canada),AMERICA,CA,unknown,2,Green streak traveling north to south in western sky,42.5702,-82.507759,America,AMERICA
15/05/2009 0:45,pincher creek (canada),AMERICA,CA,other,180,Star-Like Yellow Light Faded to Black,49.483333,-113.95,America,AMERICA
15/05/2009 4:45,lehigh,OK,US,light,180,Extremely fast moving&#44 non-flashing&#44 non-airline&#44 non-meteoric&#44 non-star Light,34.4691667,-96.2161111,US,Southeast
15/05/2009 20:00,oak shores lake berryessa,CA,US,light,120,Unusual lights travel over northen california lake,38.609741,-122.254045,US,West
15/05/2009 20:33,roseville,CA,US,fireball,5,Bright&#44 white to green round light moved very fast across evening sky,38.7522222,-121.2869444,US,West
15/05/2009 22:00,livermore,CA,US,light,30,The event took place at roughly 10:15 PM. Me and three other friends where out in a large pitch black field playing &quot;Airsoft&quot; wile stan,37.6819444,-121.7669444,US,West
15/05/2009 22:00,shawnee,OK,US,light,15,Orange light moving accross sky that turned bright white and vanished in Shawnee&#44 OK 5/15/2009,35.3272222,-96.925,US,Southeast
15/05/2010 18:45,chicago,IL,US,sphere,360,A Pitch black sphere slowly hovered&#44 moving in a south-eastern direction.,41.85,-87.65,US,Midwest
15/05/2010 19:30,phoenix,AZ,US,unknown,2700,Very Large Object.,33.4483333,-112.0733333,US,Southwest
15/05/2010 20:00,denver,CO,US,light,10800,On May 15&#44 2010 I witnessed four ufo&#39s that looked like bright stars or satellites. ((NUFORC Note:  Satellites??  PD)),39.7391667,-104.9841667,US,West
15/05/2011 10:20,buena park,CA,US,light,480,3 very bright lights in triangle formation move across sky,33.8675,-117.9972222,US,West
15/05/2012 1:30,wailea&#44 mckenna&#44 maui&#44 hi,HI,US,diamond,16,Seen same night as Arizona sighting&#44 diamond shape with bright light beneath.,20.689973,-156.439225,US,West
15/05/2012 21:00,oak hill,WV,US,chevron,20,a large boomerang shaped craft with glowing pulsating front edge soared silently at about cloud level for about 25 secs on clear night,37.9722222,-81.1488889,US,Southeast
15/05/2012 22:00,burns,OR,US,light,3600,Three orange lights perform amazing display near Burns&#44 Oregon.,43.5863889,-119.0530556,US,West
15/05/2012 23:00,tampa,FL,US,circle,180,2 Orange Lights,27.9472222,-82.4586111,US,Southeast
15/05/2013 13:00,chester,SC,US,other,20,A small sphere that hovered above the air strip and zig zagged in the same area&#44 hovered&#44 and zig zagged some more.,34.7047222,-81.2144444,US,Southeast
15/05/2013 20:40,scott depot,WV,US,sphere,120,Orange orb and slow moving meteorites in Putnam County&#44 WV.,38.4416667,-81.9169444,US,Southeast
15/05/2013 22:00,greenwood,AR,US,light,2700,Four of us saw 2 or more pulsating light flashes spinning in the same spot for a period of 45 minutes. Then several very bright flashes,35.2155556,-94.2555556,US,Southeast
15/05/2013 23:45,springfield,MO,US,light,900,blue light(s) disappearing and reappearing in sporadic flight pattern,37.2152778,-93.2980556,US,Midwest
16/05/1998 2:20,wilmington (off coast of),NC,US,unknown,180,Dark figure buzzed our boat and it wasn&#39t an airplane&#33,34.2255556,-77.945,US,Southeast
16/05/1998 22:30,manteca,CA,US,triangle,50,object was flying from north to south.at arms length a silverdollar would have been the size.no noise&#44very low.2 large lights on bottom,37.7975,-121.215,US,West
16/05/2001 13:00,santa barbara,CA,US,disk,45,Played peek-a -boo behind a cloud&#44 common for Santa Barbara.,34.4208333,-119.6972222,US,West
16/05/2002 14:27,salem,IL,US,sphere,2,Me and another person have witnessed a pinball-like object gliding through the sky on multiple occasions.,38.6269444,-88.9455556,US,Midwest
16/05/2004 2:40,rushville,IL,US,triangle,480,We saw a trianglar shaped craft in the back woods of western Illinois.,40.1211111,-90.5630556,US,Midwest
16/05/2004 10:00,rocklin,CA,US,disk,1200,Saucer spotted near Rocklin CA in clear&#44 mid-morning. Observed for 20 minutes,38.7908333,-121.2347222,US,West
16/05/2004 11:40,south haven,MI,US,sphere,3,Glenn Haven private beach&#44 bonfire sunday night of the 16th. 3 of us enjoying the warm summer night. About 11:40pm Britney said &quot;did yo,42.4030556,-86.2736111,US,Midwest
16/05/2005 9:55,trinidad,CO,US,sphere,60,Object over Trinidad,37.1694444,-104.5,US,West
16/05/2005 19:15,oklahoma city,OK,US,triangle,480,triangular shaped craft two.  hovering then following each other at highrate of speed.  three extreemly bright light two white one red,35.4675,-97.5161111,US,Southeast
16/05/2006 23:10,holland,MI,US,unknown,240,Object with shimmering lights (no sounds) at low elevation seen over Holland Michigan,42.7875,-86.1088889,US,Midwest
16/05/2007 7:30,lovelock,NV,US,cigar,900,Yesterday a friend called to let us know he had been in SFO&#44CA and left on the 16 and tried to visit us but no answer to his call.We ch,40.1794444,-118.4725,US,West
16/05/2007 22:00,portland,OR,US,light,10,Bright&#44 Disappearing Object in Portland Night-Sky,45.5236111,-122.675,US,West
16/05/2008 22:25,moses lake,WA,US,circle,120,strobe lights going over highway and through field,47.1302778,-119.2769444,US,West
16/05/2010 23:00,rockford,IL,US,diamond,1080,((HOAX?))  At 11 O Clock Pm Me And My Friend Saw A Dimond Shped Object That Shot A Bliding Light At Us But No Damage,42.2711111,-89.0938889,US,Midwest
16/05/2011 0:00,fullerton,CA,US,fireball,720,Giant fireball in the sky as well as a huge blue flash,33.8702778,-117.9244444,US,West
16/05/2012 5:45,cambridge city,IN,US,unknown,120,Small object with green and red lights slowly flying and rotating near a state highway.,39.8125,-85.1716667,US,Midwest
16/05/2013 1:00,richmond,VA,US,triangle,30,9-10 circular lights in triangle formation off Chamberlayne exit RICHMOND&#44 VA.,37.5536111,-77.4605556,US,Southeast
17/05/1956 10:22,ada,OK,US,circle,20,This was a result of a prayer or telepathic request.  Seti is a load of crap.,34.7744444,-96.6780556,US,Southeast
17/05/1998 8:10,belle vernon,PA,US,other,2400,Explosion of a bright white very high flying &quot;Torroid&quot; shaped craft.,40.125,-79.8666667,US,Northeast
17/05/1998 17:00,almont,MI,US,circle,15,We saw a torroid shaped object moving due south at a high rate of speed.,42.9205556,-83.045,US,Midwest
17/05/1998 23:20,kaleva,MI,US,light,420,Light approached from the SE; nother approached from the N; close proximinity. ((NUFORC Note:  Satellites??  PD)),44.3733333,-86.0102778,US,Midwest
17/05/2000 16:00,fredericksburg,TX,US,teardrop,60,I saw a black&#44 teardrop shaped u.f.o. flying overhead.,30.275,-98.8716667,US,Southeast
17/05/2001 20:22,unknown,FL,US,light,180,For about 3 minutes I witnessed a very bright light following our TWA flight #139 on Apr 17th 2001 at 8:15 PM,27.590521,-80.40655,US,Southeast
17/05/2001 23:00,banner,TN,US,sphere,420,Three of us were standing outside in the dark.  We observed how clear the night sky was and could see some constellations.  Two moving,35.899141,-86.395787,US,Southeast
17/05/2004 7:45,culloden,WV,US,unknown,900,Witness claimed they saw a black figure run pass the window while cleaning. They also reported seing something fly past and a bright li,38.42,-82.0555556,US,Southeast
17/05/2004 20:40,batesville,AR,US,light,240,Orange Pulsating light over Ramsey Mountain&#44 Batesville&#44 Arkansas on May 17th&#44 2004 at approximately 8:40 pm in the western sky.,35.7697222,-91.6408333,US,Southeast
17/05/2004 22:00,doncaster (uk/england),EUROPE,GB,oval,2,17 May 2004 - UFO sighting in the UK. Three large oval shaped lights moving very fast in the sky.,53.533333,-1.116667,Europe,EUROPE
17/05/2006 0:00,richmond,VA,US,fireball,120,Bright redish orange star object with no movement for 5 min&#44 suddenly moving up and east out of sight,37.5536111,-77.4605556,US,Southeast
17/05/2006 2:10,east setauket,NY,US,circle,7,Small UFO moving in backyard with red and white lights,40.9413889,-73.1063889,US,Northeast
17/05/2006 22:30,beaverton,OR,US,diamond,10,strange dim diamond shaped light pattern  traveling across the sky NW to SE about 5-10 times a jets speed.,45.4872222,-122.8025,US,West
17/05/2007 22:30,atlanta,IN,US,light,5,Lights in a straight line that go out from left to right in the night sky,40.2152778,-86.0263889,US,Midwest
17/05/2008 9:00,westlake village,CA,US,fireball,5,White fireball over city of Westlake Village,34.1458333,-118.8047222,US,West
17/05/2008 10:19,buena vista,CO,US,sphere,10,UFO in Buena Vista&#44 Colorado,38.8422222,-106.1305556,US,West
17/05/2008 15:00,tualatin,OR,US,oval,900,2 Star looking objects observed in Tualatin&#44 OR,45.3841667,-122.7627778,US,West
17/05/2009 4:05,fargo,ND,US,other,15,2 luminescent glowing forms criss-crossing across the night sky.,46.8772222,-96.7894444,US,Midwest
17/05/2009 20:00,las cruces,NM,US,cone,3600,Light oval shaped or circular object.,32.3122222,-106.7777778,US,Southwest
17/05/2009 23:30,rapid city,SD,US,unknown,5,Single&#44 bright white light over Rapid City&#44 SD.,44.0805556,-103.2305556,US,Midwest
17/05/2011 22:30,anniston,AL,US,fireball,300,This fireball object appeared like a plane flying over at first then hovered over us and some other people walking for about 5 minutes,33.6597222,-85.8316667,US,Southeast
17/05/2012 22:00,harper woods,MI,US,unknown,300,Bright orange light over lake St.Clair seem to dim then drop straight into the water.,42.4330556,-82.9241667,US,Midwest
17/05/2012 22:30,o&#39neil,NE,US,light,60,About 10:30 pm I noticed a string of yellow/orange lights in the sky on northern Nebraska.,42.457672,-98.647888,US,Midwest
17/05/2013 10:00,wantagh,NY,US,cone,60,My son and his 2 friends were on a second story deck when one noticed a V-formation of lights.  The lights were orange-amber and extrem,40.6836111,-73.5105556,US,Northeast
17/05/2013 22:15,macomb township,MI,US,sphere,900,Sperical with bright lights with a goldish tone&#44 no sound as it went over,42.665197,-82.928643,US,Midwest
18/05/1970 2:00,tampa,FL,US,oval,3,2 Orange Luminous Oval shape objects side by side zig zagging at the same time as they moved forward very fast.,27.9472222,-82.4586111,US,Southeast
18/05/1979 10:00,bradford,PA,US,circle,300,It was in the spring of 1979 (or 1978) one of the two years I attended UP at Bradford campus. I was on the way to an overnight camp in,41.9558333,-78.6441667,US,Northeast
18/05/1995 19:30,las vegas,NV,US,unknown,3600,Woman repts. obj. that descended vertically&#44 moved left &amp; right&#44 surrounded by &quot;sparks.&quot;  Very fast. Multiple witnesses.,36.175,-115.1363889,US,West
18/05/1999 21:48,ventura,CA,US,oval,5,Oval shaped craft travelling e-w n/w&#44 NO clearance or blinking lights seemed to be illuminated from inside. The color was ivory or yell,34.2783333,-119.2922222,US,West
18/05/2000 20:55,san francisco,CA,US,light,45,A white star-like object moving south off the Pacific coast,37.775,-122.4183333,US,West
18/05/2000 21:00,brookville,PA,US,diamond,600,Diamond Shaped&#44 covered with lights&#44 Approximately 200 feet in the air.,41.1611111,-79.0833333,US,Northeast
18/05/2000 22:10,cuba,MO,US,triangle,480,All ten of us watched this fly over our houses on a clear night with a full moon as its lights flashed simultaniously.,38.0627778,-91.4033333,US,Midwest
18/05/2001 20:17,roanoke,VA,US,sphere,45,orb-shaped ball of light that sat silent &amp; still&#44 then zoomed upward and out of sight.,37.2708333,-79.9416667,US,Southeast
18/05/2001 20:30,sheeps bridge,AZ,US,disk,3000,Multiple crafts that made noises and vibrations that effected our bodies following us on my quad.,33.555323,-111.58708,US,Southwest
18/05/2001 21:34,new albany,IN,US,light,20,Bright Lights Appear Then Move Off Very Dim In Orange Color,38.2855556,-85.8241667,US,Midwest
18/05/2003 21:30,phoenix,AZ,US,disk,180,four round bright discs with black roating circles in them flying in formation going east,33.4483333,-112.0733333,US,Southwest
18/05/2004 20:17,rocklin,CA,US,disk,600,Silver circular craft with bright Blue lights on underside zipping above trees at rapid speed in figure 8 pattern.,38.7908333,-121.2347222,US,West
18/05/2004 23:00,lake powell,UT,US,oval,14400,Blue light objects hoovering and moving at high speeds.,37.04758,-111.298882,US,West
18/05/2005 13:20,edwardsville,IL,US,sphere,10,ILLINOIS/MUFON REPORT:  Black sphere seen flying rapidly in a straight-line course under clouds.,38.8113889,-89.9530556,US,Midwest
18/05/2005 22:00,phoenix,AZ,US,light,1800,Phoenix Lights again over North Phoenix both yellowish orange and red near Deer Valley Airport.,33.4483333,-112.0733333,US,Southwest
18/05/2006 23:00,east riffa (bahrain),ASIA,BH,diamond,300,saw a diamond like star &#44bluish white colour twas moving away first a big star&#44 moved for 1.5 min in one direction then reduced half it,26.13,50.555,Asia,ASIA
18/05/2007 9:45,naperville,IL,US,egg,120,Sighting of inverted egg or tear drop object,41.7858333,-88.1472222,US,Midwest
18/05/2007 22:22,brantford (canada),AMERICA,CA,other,2,orange and white globes over Brantford Ontario Canada,43.133333,-80.266667,America,AMERICA
18/05/2008 21:55,madison,WI,US,light,2700,Roundish light traveling in a horizontal loop,43.0730556,-89.4011111,US,Midwest
18/05/2009 21:30,vassar,MI,US,unknown,12,Three unlit aircraft escorted ( or followed ) by a helicopter.,43.3719444,-83.5833333,US,Midwest
18/05/2010 21:30,buffalo,MO,US,unknown,10,Red Glowing Ball,37.6459,-93.0942,US,Midwest
18/05/2010 21:30,portland,OR,US,diamond,420,saw &amp; filmed a pulsating diamond shaped object which changed shape several times over Portland&#44 Oregon about 9:30 PM,45.5236111,-122.675,US,West
18/05/2012 10:15,newton,MA,US,light,300,Dull orange lights flying in a line over Newton Mass,42.3369444,-71.2097222,US,Northeast
18/05/2012 14:30,fort collins,CO,US,sphere,15,Small&#44 round black object buzzed observers on top of Arthur&#39s Rock in Fort Collins&#44 CO.  Trajectory was straight and very fast.,40.5852778,-105.0838889,US,West
18/05/2012 17:30,davis,CA,US,circle,8,A fuzzy orange ball of light first seen as star approaches quickly before making turn and climing out of sight.,38.545,-121.7394444,US,West
18/05/2012 21:30,rockford,IL,US,disk,10,Burning disc observed over Rockford&#44 IL,42.2711111,-89.0938889,US,Midwest
18/05/2012 22:15,goodrich,MI,US,light,240,Glowing&#44 orange ball of light in the eastern sky 5-18-12.,42.9169444,-83.5063889,US,Midwest
18/05/2012 22:15,washington,MI,US,sphere,60,Orange ball traverses Southeast Michigan sky on May 18&#44 2012.,42.7244444,-83.0361111,US,Midwest
18/05/2013 12:00,provincetown,MA,US,cross,1200,Cross shape over Cape Cod,42.0583333,-70.1791667,US,Northeast
18/05/2013 12:35,dallas,TX,US,sphere,15,Observation point: eleventh flour of ND building UT Southwestern Medical Center. Distance less than one mile at the beginning of observ,32.7833333,-96.8,US,Southeast
18/05/2013 21:01,chesterton,IN,US,unknown,120,There were about 7 lights in a circle&#44 they were red and white&#44 they were flying in a circle&#44 and disappeared into the clouds,41.6105556,-87.0641667,US,Midwest
18/05/2013 22:20,west sacramento,CA,US,oval,10,illuminated craft or reflecting light from below travelling from southeast towards northwest at aprox 75 degrees up then went dark,38.5816667,-121.4933333,US,West
18/05/2013 23:00,puyallup,WA,US,fireball,180,There were 8 flare like objects in no certain pattern they were orange and stayed in the same spot and just slowly faded away it was a,47.1855556,-122.2916667,US,West
19/05/1995 22:42,marietta,GA,US,diamond,180,It was about 10:30 p.m. and I was looking out side of my house at the stars. I saw a Jet going across the sky infront of me. I noticed,33.9525,-84.55,US,Southeast
19/05/1996 21:45,visalia,CA,US,unknown,70,Man &amp; mother witness &quot;point of light&quot; approach an aircraft.  Obj. then rose in sky&#44 moved to horizon in 60 seconds.,36.3302778,-119.2911111,US,West
19/05/1999 1:00,deerfield,IN,US,unknown,900,wierd in a way she had never felt.,40.2786111,-84.9763889,US,Midwest
19/05/1999 2:00,bakersfield,CA,US,circle,30,there was a party at my house for my daughters birthday i wanted to escape to a quiet place for a few minutes so i went out back and wa,35.3733333,-119.0177778,US,West
19/05/1999 22:00,union city,TN,US,other,37800,at first we thought it was a star&#44but it was moving in a downward direction and it was slowly changing color from white to red and blue,36.4241667,-89.0569444,US,Southeast
19/05/2000 21:00,cocoa,FL,US,light,37800,Gold&#44amber lights hover along the horizon&#44 then vanish,28.3858333,-80.7422222,US,Southeast
19/05/2001 14:17,palatine,IL,US,cigar,120,Metallic&#44  missile shaped object flying extremely high above the clouds.,42.1102778,-88.0341667,US,Midwest
19/05/2002 16:30,sarawak/miri (malaysia),ASIA,MY,other,60,I was in my car on my way to town with my mum and brother when i look out the car and saw something in the sky to the west. At first i,4.333131,113.99486,Asia,ASIA
19/05/2002 17:15,bay shore,NY,US,circle,300,My friend and I were in the backyard next to the fire . I looked up and next to the moon I noticed a round whitish silvery object. I sa,40.725,-73.2458333,US,Northeast
19/05/2004 3:00,san antonio,TX,US,triangle,10,The Golden triangular flying object seemed to first be on a crash course with my vehicle&#44 but after 10 seconds vanished into the sky.,29.4238889,-98.4933333,US,Southeast
19/05/2004 14:15,kent (uk/england),EUROPE,GB,cigar,900,black cigar shaped object,51.25,0.75,Europe,EUROPE
19/05/2004 21:30,gila bend- yuma?,AZ,US,other,60,Very large object hoovers in sky for hour or so..  HUGH object.  ((NUFORC Note:  Venus??)),32.721163,-114.61601,US,Southwest
19/05/2004 21:30,hastings,MI,US,triangle,20,big black triangle shaped object lasting 20 seconds or so overhead then gone without any sound,42.6458333,-85.2908333,US,Midwest
19/05/2005 1:00,collingwood (canada),AMERICA,CA,chevron,60,chevron shaped&#44 lights on the bottom&#44 silent craft,44.5,-80.216667,America,AMERICA
19/05/2005 15:45,studio city,CA,US,unknown,900,Metallic looking with periodic flashing/reflection.,34.1486111,-118.3955556,US,West
19/05/2006 21:30,sunderland,MA,US,oval,120,red and oval shaped,42.4666667,-72.5791667,US,Northeast
19/05/2006 22:00,myrtle beach,SC,US,light,480,1-2-3-4-Red/Orange orbs out at sea blink on for 30 seconds then gone. very strange,33.6888889,-78.8869444,US,Southeast
19/05/2008 3:00,jackson,TN,US,disk,14400,New Sighting in Jackson&#44 Tennessee,35.6144444,-88.8138889,US,Southeast
19/05/2008 3:30,edmonton (canada),AMERICA,CA,light,1200,Bright star like object moves across sky in strange patterns 3:30 am in edmonton.,53.55,-113.5,America,AMERICA
19/05/2008 12:00,surry co.,VA,US,other,1200,I recant&#33,37.118552,-76.872096,US,Southeast
19/05/2008 12:15,isle of wight county,VA,US,oval,360,Strange looking aircraft  sighted above the water near Ft. Eustis,36.9075,-76.7080556,US,Southeast
19/05/2009 9:20,berlin,NJ,US,circle,20,We saw three lights move quickly and then turn into one light.,39.7911111,-74.9294444,US,Northeast
19/05/2009 22:30,alkmaar (netherlands),EUROPE,NL,light,60,Single reflecting object moving fast and changing direction.  bright&#44 fast&#33,52.632381,4.753375,Europe,EUROPE
19/05/2010 1:00,congress (near),AZ,US,sphere,900,I can describe it&#44 but I still don&#39t know what it was:  alien probe&#44 military&#44 possible living organism.,34.1625,-112.85,US,Southwest
19/05/2010 19:00,mt. clemens,MI,US,cigar,240,Best I Can Describe Is A Flying Submarine.,42.5972222,-82.8780556,US,Midwest
19/05/2012 20:30,anchorage,AK,US,triangle,120,UFO between our neighbors house and ours in Anchorage&#44 Alaska.,61.2180556,-149.9002778,US,West
19/05/2012 21:00,gulfport,MS,US,light,1200,Persistent strange glowing star over Gulfport&#44 Ms.&#44 each evening (first noticed February of 2012).,30.3672222,-89.0927778,US,Southeast
19/05/2012 21:10,elk grove village,IL,US,fireball,300,As I was driving down Mecham Blvd headed toward Biesterfield Rd I saw orange glowing lights flying overhead. I pulled over and counted,42.0038889,-87.9702778,US,Midwest
19/05/2012 21:50,kendallville,IN,US,unknown,180,Single file line of  8 objects fly below 5000 ft. at subsonic speed&#44 displaying a front red-orange light&#44 turn&#44 disappear.,41.4413889,-85.265,US,Midwest
19/05/2012 22:00,rockport,MA,US,light,900,Many red lights over downtown Rockport&#44 MA coming from the western sky hovering in the northern sky,42.6555556,-70.6208333,US,Northeast
19/05/2012 22:00,sandy creek,NY,US,sphere,1200,Three Red Orbs making strange movements at night in the eastern sky.,43.6441667,-76.0863889,US,Northeast
19/05/2012 22:15,ovid,NY,US,circle,300,Bright orange lights moving very fast,42.6763889,-76.8233333,US,Northeast
19/05/2012 23:00,newport beach,CA,US,flash,300,3 UFO&#39s over Orange County&#44 CA,33.6188889,-117.9280556,US,West
19/05/2013 4:00,oakley,CA,US,light,180,Went onto my back balcony at 4:30 this morning and saw a arc type light enter our atmosphere from the south&#44the arc light went over our,37.9975,-121.7113889,US,West
19/05/2013 21:30,columbus,OH,US,other,600,Strange lights over the sky in northwest Columbus,39.9611111,-82.9988889,US,Midwest
19/05/2013 22:00,south palm beach,FL,US,triangle,1200,Was driving north on the Florida turnpike.  My son seen it in front of us lit with a blue aura on top and white on the bottom.  It was,26.5886111,-80.0388889,US,Southeast
20/05/1962 23:00,whitehouse (near),NJ,US,light,1200,Bright light&#44 &quot;electrical sensation&quot; and missing time.,40.6183333,-74.7447222,US,Northeast
20/05/1970 23:30,reading,PA,US,triangle,600,We saw this HUGE tringular craft with lights on each corner when I was 16&#44 as it hoovered above us,40.3355556,-75.9272222,US,Northeast
20/05/1971 16:00,irmo,SC,US,circle,10,it was flying at 150 feet moving  slow and flew over our house it was round with moving diffent collored lights around the edge.,34.0858333,-81.1833333,US,Southeast
20/05/1980 12:30,salt lake city,UT,US,sphere,2700,Stationary silver ball very high in daytime May 1980 observed approximately 45 minutes.,40.7608333,-111.8902778,US,West
20/05/1991 4:00,atlanta (however&#44 i have heard entire east coast),GA,US,light,3600,&quot;false dawn&quot;,33.7488889,-84.3880556,US,Southeast
20/05/1995 11:30,san diego (ocean beach),CA,US,light,180,Two balls of light approached a point 1/2 mile out&#44 over the ocean&#44 and just south of the O. B. pier. At this point&#44 the two balls of l,32.7152778,-117.1563889,US,West
20/05/1995 23:00,charlotte,NC,US,light,300,A friend and I witnessed white lights the size of stars poking randomly through a cloudy night sky.,35.2269444,-80.8433333,US,Southeast
20/05/1997 21:15,caldwell (far west of&#44 towards oregon),ID,US,other,1200,My neigbor viewed  what looked like a verticalcontrail&#44orange&#44 for 10mins. at his work&#44then  drovehome&#44viewed it for 10mins.&#44 I then ca,43.6630556,-116.6863889,US,West
20/05/1998 2:00,hill afb,UT,US,chevron,900,Saw a large V shaped craft&#44 craft made no sound what so ever.,41.123845,-111.973406,US,West
20/05/1999 7:35,roanoke rapids,NC,US,cylinder,180,I was in my wife&#39s graduation with some friends. Around 7:35 my friends were taping the event. When I asked them to look up they refuse,36.4613889,-77.6544444,US,Southeast
20/05/1999 23:00,panama city beach,FL,US,triangle,2,Triangular vehicle seen over ocean in Florida.,30.1763889,-85.8055556,US,Southeast
20/05/2000 16:10,hampton,VA,US,other,20,Daylight observation of strange shaped craft over interstate in populated area near local Air Force base.,37.0297222,-76.3455556,US,Southeast
20/05/2000 20:45,lancaster,CA,US,unknown,180,Low flying&#44fast moving object&#44 making abrupt turns and dissapeared at a steep ange below a small rise.,34.6980556,-118.1358333,US,West
20/05/2000 21:50,yukon (canada),AMERICA,CA,circle,180,My husband and I was walking outside and we looked up to stargaze&#44 and we noticed a yellowish-glowing light moving out of the Northwest,64.282327,-135,America,AMERICA
20/05/2000 23:30,index,WA,US,cone,1800,STRANGE LIGHTS SEEN OVER RIVER,47.8208333,-121.5538889,US,West
20/05/2001 1:30,yarmouth (canada),AMERICA,CA,light,18000,Four lights over Yarmouth Harbour that would blink off and on and move at rapid speeds and then remain motionless,43.833333,-66.116667,America,AMERICA
20/05/2001 21:15,hillsboro,OR,US,light,3600,3 of us watched UFO for over 1hour by Hillsboro&#44 Oregon last night instead of the Sapranos&#33 very bright flashes and rainbow effects&#33,45.5230556,-122.9886111,US,West
20/05/2001 23:00,london (uk/england),EUROPE,GB,changing,10800,An amazing and beautiful collection of bright lights that spoke kindly and manipulated matter.,51.514125,-0.093689,Europe,EUROPE
20/05/2004 21:40,boston,MA,US,egg,20,wobbly flying red object,42.3583333,-71.0602778,US,Northeast
20/05/2005 11:00,becej (serbia),EUROPE,RS,unknown,60,Strange things.,45.616667,20.033333,Europe,EUROPE
20/05/2005 13:30,redwood city,CA,US,other,1,My mother and I witnessed a strange &quot;blackout&quot; at 1:30 pm on a clear sunny day.,37.4852778,-122.2352778,US,West
